source,country,review_id,author,rating,title,body,version,updated
app_store,au,14200748647,Letsplay🏌🏾‍♂️,5,Rich,Love Spotify,9.1.58,2026-06-19T03:27:28-07:00
app_store,au,14200690834,Tink 885,5,What,What I would do without you ?! 💕,9.1.58,2026-06-19T03:04:02-07:00
app_store,au,14200663865,ned-sanders,1,Trust is eroded.,"After years I unsubscribed to Spotify premium. Not being able to filter out AI generated music, learning about the abhorrent and blatant bottom line mission this company is on - just ew. No thanks.",9.1.56,2026-06-19T02:52:49-07:00
app_store,au,14200626932,Jools R.,5,Awe & Wonder,One of the wonders of the modern world - it astounds me every day.,9.1.56,2026-06-19T02:36:54-07:00
app_store,au,14200547529,katstevens130388,5,BEST THING SINCE SLICED BREAD,"This app, is the best thing I’ve ever used!! I’m absolutely lost without it!! Best investment 😍😍",9.1.56,2026-06-19T02:02:23-07:00
app_store,au,14200510948,Imlikeliterallythetuffest,5,Spotify rules,I love it so much it’s my favourite app( aside from Netflix!!hehhe),9.1.56,2026-06-19T01:46:03-07:00
app_store,au,14200472124,Lola Feeney :),5,Why I like spotify,"Spotify is great because it helps me express myself and how I feel in moments of my life. It has an amazing range of music and is always giving me opportunities to find out new genres that I love. Spotify knows the moment and can always match a perfect song. Their new feature DJ, I like is also awesome. He’s got a great sense of humour and always knows what vibe i’m looking for. I think spotify is pretty affordable too! Considering i’m a student who loves music i’m happy to pay a small fee every month for this amazing app.",9.1.56,2026-06-19T01:28:29-07:00
app_store,au,14200419390,Mahomie25,5,:),Absolutely DIDDY uwu,9.1.56,2026-06-19T01:04:35-07:00
app_store,au,14200329449,chick is cool,1,it’s stuck,It’s on mix and I can’t undo it and I don’t wanna pay premium just to listen my music in latest added 😡,9.1.56,2026-06-19T00:23:52-07:00
app_store,au,14200296066,Tee Jay 68,5,Incredible app !!!!🥰,"Like I said incredible app, Spotify keeps improving things every time , my favourite 🤩",9.1.56,2026-06-19T00:09:04-07:00
app_store,au,14200285068,KathrynJay,4,😍😍😍😍,It is amazing but please let us pin more than 4 playlists,9.1.56,2026-06-19T00:04:09-07:00
app_store,au,14200271957,chelsea__v,5,yes,i want a cover available for my folders for playlisys pls but yes i love spotify,9.1.56,2026-06-18T23:58:17-07:00
app_store,au,14200243827,Pretty blue eyes 5764,5,Spotify,Make your own playlist,9.1.56,2026-06-18T23:45:33-07:00
app_store,au,14200218885,Joo00oom,5,Litty tittty,The spots on my titry are rather Litty,9.1.56,2026-06-18T23:34:12-07:00
app_store,au,14200158228,PR0010,3,Audiobooks,Wish you could have this version for Zambia and other African countries,9.1.56,2026-06-18T23:07:08-07:00
app_store,au,14200141102,Kaur prabhjot,5,Cool,Cool,9.1.56,2026-06-18T22:59:25-07:00
app_store,au,14200112679,Bortina,5,just the best,couldn’t be any better,9.1.56,2026-06-18T22:46:39-07:00
app_store,au,14200067070,Reviewer2.4,4,Good app,"Spotify is amazing. Free music, premium isn’t annoying like other apps. Only downside is the basic shuffle needing to be a premium feature. I understand you want to make money for that which is probably why but still. Its is so annoying.",9.1.56,2026-06-18T22:26:27-07:00
app_store,au,14199975126,Shnitzeltitsinsane,1,Shnitze.,I luv this App! I am forever grateful. 🤩👍🏿,9.1.56,2026-06-18T21:45:34-07:00
app_store,au,14199877642,Non Exieres,1,Pages won’t load,"I pay a subscription to use your service but after the last update, it still hasn’t fixed an issue Spotify has had for months. When you click on a podcast page, it doesn’t load the shows. All you get is the 3 dots flashing. It never loads. I’m now cancelling my subscription, had enough of the continuous faults that never get fixed. If I can’t use your app the way it’s meant to work and have to pay for the inconvenience, why bother. Waste of money.",9.1.56,2026-06-18T21:02:54-07:00
app_store,au,14199722509,Trowsa,1,Terrible Terrible App,"Congratulations Spotify developers you have managed to destroy our listening experience with your updates for our iPads. 
We have 2 iPads in the house and I first thought it was just a deterioration in our older one but it is the same on our newer one too. 
I don’t know what you have done but app tries to load and fails it’s always loading or you try to search something and it fails and says to reload. 
Seriously poor show!
No issues with your app on our iPhones YET.",9.1.56,2026-06-18T19:57:59-07:00
app_store,au,14199690157,Doug 006.95,5,Easy listening,Great job guys excellent music but please don’t dont crowd it out with more adverts.,9.1.56,2026-06-18T19:44:54-07:00
app_store,au,14199255404,DJ Stu￼,5,Gets me through the day,"I’ve been using Spotify for the last three years and dealing with the ads and loving the choice of the music but to be honest I’m going to move to premium and I should’ve done it from the beginning. I listened to Spotify more than the radio or the television, it just says everything that I require and I’m not joking anyway keep up the good work Spotify",9.1.56,2026-06-18T16:57:35-07:00
app_store,au,14199072219,DrMrs81,1,Audiobooks faulty,My audiobooks keeps repeating chapters. Has been happening for about a month. Can’t seem to be able to fix it. Glitch in the app!,9.1.56,2026-06-18T15:44:50-07:00
app_store,au,14199025908,੧ਓ,2,Charger,It’s getting very expensive.,9.1.56,2026-06-18T15:26:26-07:00
app_store,au,14198962067,Lovely stuff Spotify,5,Lovely stuff,Lovely stuff,9.1.56,2026-06-18T15:01:44-07:00
app_store,au,14198916882,Dactc76,3,Shuffle,"When you have a playlist for some reason, the shuffle plays the same songs before you go through the whole playlist",9.1.56,2026-06-18T14:44:22-07:00
app_store,au,14198846170,jessppeeppee,1,"greedy, greedy people","every time i make a playlist i can’t even listen to it because it adds all of its stupid songs. they should make the free one better smh. do not recommend. why are they so greedy? they do not need to put 4 ads in between each song it ruins the mood. and how come i can’t control what order i want to listen to the song? oh because you want more money. this company is so greedy that it won’t allow low-middle class to listen to music comfortably only people who are rich enough can. what is this inequality. i’m so disappointed, it’s 2026, be better.",9.1.56,2026-06-18T14:17:42-07:00
app_store,au,14197955493,OMario998,5,Satisfied music review,Whole different vibe n feeling so good 🎶,9.1.56,2026-06-18T09:23:08-07:00
app_store,au,14197664026,Ryder 122,5,Please make it more daily skipssss,Please make it more daily skipssss,9.1.56,2026-06-18T07:59:41-07:00
app_store,au,14197390709,Maddie stray kids fan,5,Spotify is so good!,"Spotify is an amazing listening app, great for all genres, best & fav app I’ve installed , podcasts, videos, music! 100% recommend!!",9.1.56,2026-06-18T06:41:16-07:00
app_store,au,14197235909,Richel_fule,5,‘What a music man’,Just enjoying,9.1.56,2026-06-18T05:54:29-07:00
app_store,au,14197211966,Hahdjekjfnrjskkdn,1,Forced to watch advertisements,I don’t understand that paying a subscription means being forced to watch advertisements,9.1.56,2026-06-18T05:47:02-07:00
app_store,au,14197181980,Mintusagar,5,Best mosaic,Best music app,9.1.56,2026-06-18T05:37:35-07:00
app_store,au,14196986972,I’lenah,5,Lone me not,I love all of your songs so much,9.1.56,2026-06-18T04:32:53-07:00
app_store,au,14196963786,alan ccccc,5,Thanks for bringing back the previous logo!,Bring the previous logo back!,9.1.56,2026-06-18T04:24:40-07:00
app_store,au,14196936334,laachlan,4,Thank u so good,Thank you so much for all your effort in to this app,9.1.56,2026-06-18T04:14:49-07:00
app_store,au,14196923693,Divalicious ￼,5,Best of the best,Spotify is so amazing,9.1.56,2026-06-18T04:10:19-07:00
app_store,au,14196919884,Patto1977,1,Always ads!,Have premium and I still get pop ups every time I open the app that I have to dismiss! I’m over it and wonder why I’m paying so much!,9.1.56,2026-06-18T04:08:55-07:00
app_store,au,14196837376,Jojoclipped,5,Peak,Love it,9.1.56,2026-06-18T03:37:47-07:00
app_store,au,14196825747,Monnie🫰🏼,1,B,Too many ads,9.1.56,2026-06-18T03:33:13-07:00
app_store,au,14196780908,🎧 listen,4,Spotify 😊❤️,"I can infinitely listen to SO many songs, easily👍.",9.1.56,2026-06-18T03:15:32-07:00
app_store,au,14196776455,Oasis-lover,5,Heeheheh,I love Spotify,9.1.56,2026-06-18T03:13:44-07:00
app_store,au,14196659709,"G,B,A,D",5,B,Best app that plays songs ❤️❤️❤️❤️❤️,9.1.56,2026-06-18T02:24:07-07:00
app_store,au,14196652868,ernie1964,4,what if it’s true?,I am an old Blind fart and I’ve been a loyal listener of yours since 2019 really enjoy every podcast you put out. Well done. Keep them coming all the best jeff.,9.1.56,2026-06-18T02:21:10-07:00
app_store,au,14196559046,Sajid Kadir,2,Keeps switching between devices,Will randomly force my airpods to switch between my iPhone and MacBook. Billion dollar mega corp can’t figure out even the basics. This is pathetic.,9.1.56,2026-06-18T01:38:47-07:00
app_store,au,14196510604,Khloee Boakye,5,Opinion,We love the music! 😂,9.1.56,2026-06-18T01:16:33-07:00
app_store,au,14196504729,Vanandel,5,Yay!,"I love Spotify 
Hehe",9.1.56,2026-06-18T01:13:46-07:00
app_store,au,14196477079,#musicislife67,5,Peak.,Without Spotify I would be dead. I love you.,9.1.56,2026-06-18T01:00:51-07:00
app_store,au,14196468552,Mr poo is me fart fart poo poo,5,Me,Goooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooood,9.1.56,2026-06-18T00:56:51-07:00
